id_klienta,umowa,plan,oplata_miesieczna,staz_miesiecy,uslugi_dodatkowe,zgloszenia,opoznione_platnosci,platnosc,wiek,powod_rezygnacji,rezygnacja
11762,miesięczna,podstawowy,43.0,55,2,1,0,przelew,43.0,,nie
11910,dwuletnia,premium,126.0,49,0,4,1,karta,54.0,,nie
10458,roczna,podstawowy,56.0,36,3,2,1,przelew,,,nie
11839,roczna,standard,72.0,8,1,2,0,przelew,80.0,,nie
10055,roczna,podstawowy,60.0,61,1,1,0,karta,23.0,,nie
11510,roczna,podstawowy,67.0,19,3,1,1,przelew,64.0,,nie
10644,miesięczna,premium,136.0,11,0,2,0,polecenie zapłaty,28.0,konkurencja,tak
10678,roczna,premium,134.0,2,2,1,1,polecenie zapłaty,51.0,,nie
10222,roczna,standard,78.0,11,1,0,0,karta,28.0,,nie
10114,roczna,standard,78.0,4,1,2,0,przelew,55.0,,nie
10989,miesięczna,podstawowy,39.0,84,0,1,1,karta,27.0,,nie
11235,miesięczna,Podstawowy ,53.0,1,1,2,1,polecenie zapłaty,61.0,,nie
11006,miesięczna,standard,88.0,11,0,1,4,karta,32.0,konkurencja,1
10175,miesięczna,podstawowy,39.0,16,3,1,1,przelew,32.0,cena,tak
10786,miesięczna,standard,85.0,25,0,1,1,przelew,44.0,konkurencja,tak
10590,miesięczna,standard,94.0,4,0,2,1,przelew,49.0,konkurencja,tak
11568,miesięczna,Standard ,87.0,8,1,0,2,przelew,62.0,jakość,tak
10019,dwuletnia,standard,76.0,44,1,0,0,polecenie zapłaty,48.0,,nie
10424,miesięczna,podstawowy,50.0,84,0,0,0,polecenie zapłaty,54.0,cena,tak
11351,roczna,podstawowy,60.0,35,2,0,1,karta,49.0,,nie
10286,miesięczna,podstawowy,40.0,70,2,1,2,karta,65.0,konkurencja,tak
11592,miesięczna,podstawowy,44.0,29,1,0,1,karta,41.0,,nie
10429,miesięczna,Standard ,86.0,7,0,0,0,polecenie zapłaty,30.0,cena,tak
11518,dwuletnia,podstawowy,41.0,19,3,2,1,przelew,23.0,,nie
11291,roczna,podstawowy,56.0,6,3,0,0,polecenie zapłaty,54.0,,nie
10670,miesięczna,standard,95.0,22,2,1,0,karta,25.0,,nie
10032,dwuletnia,standard,85.0,78,3,1,1,polecenie zapłaty,35.0,,nie
11377,roczna,podstawowy,52.0,3,1,0,1,przelew,,konkurencja,tak
10723,miesięczna,podstawowy,62.0,6,2,1,1,karta,42.0,konkurencja,tak
11001,miesięczna,premium,132.0,1,0,3,2,przelew,30.0,cena,tak
10215,roczna,premium,120.0,11,3,1,1,przelew,34.0,,nie
10819,roczna,standard,92.0,15,1,0,1,przelew,35.0,,nie
10327,dwuletnia,podstawowy,48.0,43,2,1,0,przelew,62.0,,nie
10561,miesięczna,standard,98.0,21,0,0,0,polecenie zapłaty,,,nie
11119,miesięczna,podstawowy,50.0,1,1,1,0,karta,60.0,jakość,tak
10701,miesięczna,standard,86.0,31,0,1,0,polecenie zapłaty,42.0,,nie
10753,miesięczna,premium,132.0,17,3,2,2,polecenie zapłaty,34.0,konkurencja,tak
11595,dwuletnia,podstawowy,52.0,77,3,0,0,karta,33.0,,nie
10342,dwuletnia,podstawowy,68.0,18,2,0,1,polecenie zapłaty,49.0,,nie
10630,dwuletnia,podstawowy,39.0,22,0,0,2,polecenie zapłaty,65.0,,nie
10148,roczna,premium,124.0,13,0,3,2,karta,39.0,cena,tak
11433,miesięczna,premium,145.0,46,1,0,2,polecenie zapłaty,46.0,,nie
10361,dwuletnia,premium,124.0,26,2,1,0,polecenie zapłaty,,,nie
10084,miesięczna,podstawowy,62.0,18,2,3,1,przelew,50.0,jakość,tak
10049,roczna,podstawowy,61.0,16,3,2,2,przelew,34.0,,nie
10469,miesięczna,standard,90.0,56,1,1,1,przelew,34.0,przeprowadzka,tak
10156,roczna,premium,136.0,1,3,0,1,polecenie zapłaty,37.0,,nie
11933,roczna,standard,69.0,22,3,2,1,karta,56.0,,nie
11037,miesięczna,standard,88.0,18,2,2,1,przelew,41.0,,0
11207,roczna,podstawowy,50.0,21,2,1,0,karta,44.0,,nie
11557,dwuletnia,standard,92.0,84,1,0,1,karta,45.0,,nie
11209,miesięczna,podstawowy,50.0,11,1,0,0,karta,48.0,,nie
10319,miesięczna,standard,76.0,84,3,4,0,przelew,42.0,,nie
10501,roczna,podstawowy,47.0,3,0,1,1,przelew,44.0,przeprowadzka,tak
11774,dwuletnia,premium,122.0,32,1,0,2,polecenie zapłaty,39.0,,nie
10180,roczna,premium,124.0,1,0,2,0,karta,43.0,,nie
11053,miesięczna,standard,70.0,1,2,1,2,karta,49.0,przeprowadzka,tak
11765,miesięczna,podstawowy,62.0,7,1,2,0,karta,30.0,cena,1
10789,roczna,premium,120.0,3,2,3,0,polecenie zapłaty,35.0,,nie
11101,miesięczna,premium,125.0,4,2,3,0,karta,52.0,przeprowadzka,tak
11872,miesięczna,podstawowy,43.0,57,2,1,0,przelew,48.0,,nie
11628,miesięczna,standard,98.0,8,2,1,2,polecenie zapłaty,19.0,jakość,tak
10529,roczna,premium,147.0,50,2,2,0,przelew,31.0,,nie
10347,dwuletnia,premium,126.0,11,2,2,0,polecenie zapłaty,67.0,,nie
11395,dwuletnia,standard,74.0,12,0,0,1,polecenie zapłaty,32.0,,nie
11971,miesięczna,premium,125.0,14,0,0,1,przelew,51.0,jakość,tak
10949,dwuletnia,premium,148.0,24,1,1,1,karta,,,nie
11983,dwuletnia,standard,79.0,6,0,2,2,polecenie zapłaty,26.0,,nie
11861,roczna,standard,85.0,11,3,0,0,polecenie zapłaty,41.0,,nie
10602,roczna,standard,83.0,13,1,1,0,przelew,66.0,cena,TAK
11055,miesięczna,standard,98.0,84,2,0,1,przelew,39.0,,nie
10244,roczna,podstawowy,63.0,22,1,1,3,polecenie zapłaty,51.0,,nie
11470,miesięczna,premium,147.0,15,0,0,0,karta,45.0,cena,tak
11799,roczna,standard,91.0,10,1,0,0,polecenie zapłaty,55.0,konkurencja,tak
11484,miesięczna,standard,75.0,52,2,2,0,polecenie zapłaty,25.0,,nie
10313,miesięczna,podstawowy,51.0,3,2,1,1,karta,49.0,jakość,tak
10436,miesięczna,premium,121.0,16,0,1,1,karta,39.0,jakość,tak
11909,dwuletnia,standard,88.0,2,1,2,0,polecenie zapłaty,0.0,,nie
10941,miesięczna,premium,121.0,1,1,1,1,karta,52.0,konkurencja,tak
10309,miesięczna,standard,91.0,6,2,0,0,polecenie zapłaty,18.0,,nie
10431,dwuletnia,premium,121.0,38,0,2,2,polecenie zapłaty,39.0,,nie
10661,miesięczna,premium,148.0,25,3,1,1,karta,54.0,,nie
10371,roczna,standard,99.0,12,2,1,0,przelew,28.0,,nie
10567,roczna,podstawowy,63.0,20,2,0,0,karta,48.0,,nie
10986,dwuletnia,podstawowy,69.0,53,0,1,1,karta,34.0,,nie
10182,dwuletnia,premium,122.0,43,2,0,0,polecenie zapłaty,40.0,,nie
11573,roczna,podstawowy,44.0,32,1,2,0,karta,34.0,,nie
10622,roczna,premium,135.0,35,1,0,1,przelew,40.0,,nie
11630,miesięczna,podstawowy,52.0,62,0,1,1,polecenie zapłaty,55.0,cena,tak
11199,miesięczna,Podstawowy ,39.0,4,2,2,5,karta,26.0,jakość,tak
11234,roczna,podstawowy,43.0,53,1,0,3,polecenie zapłaty,43.0,,nie
11429,roczna,premium,132.0,11,1,0,1,polecenie zapłaty,18.0,,nie
11851,miesięczna,standard,74.0,27,0,0,0,karta,54.0,konkurencja,tak
11231,miesięczna,standard,86.0,14,2,2,0,karta,59.0,,nie
11079,roczna,standard,72.0,38,3,1,0,karta,57.0,,nie
10297,dwuletnia,standard,93.0,11,3,4,0,przelew,33.0,,nie
10908,miesięczna,podstawowy,59.0,80,0,0,2,przelew,140.0,,nie
10462,miesięczna,standard,99.0,19,1,1,0,polecenie zapłaty,42.0,,nie
11310,dwuletnia,podstawowy,51.0,17,3,0,1,przelew,,,nie
11183,miesięczna,standard,96.0,3,0,0,1,przelew,34.0,przeprowadzka,tak
10378,miesięczna,standard,71.0,12,2,1,2,przelew,39.0,konkurencja,tak
10799,roczna,standard,95.0,3,1,0,1,polecenie zapłaty,21.0,,nie
11331,roczna,premium,122.0,6,2,2,0,polecenie zapłaty,39.0,,nie
10106,roczna,standard,85.0,2,3,2,1,przelew,45.0,,nie
10127,miesięczna,podstawowy,52.0,14,3,3,1,karta,21.0,przeprowadzka,tak
11574,dwuletnia,standard,78.0,35,0,2,0,polecenie zapłaty,31.0,,nie
11750,miesięczna,podstawowy,55.0,35,2,0,1,przelew,31.0,,nie
11965,roczna,podstawowy,59.0,10,3,0,0,polecenie zapłaty,43.0,,nie
10356,roczna,standard,99.0,39,0,0,0,karta,42.0,,nie
11625,miesięczna,standard,95.0,49,0,1,1,polecenie zapłaty,,,nie
10683,miesięczna,podstawowy,39.0,1,1,0,0,polecenie zapłaty,45.0,,nie
10818,roczna,standard,96.0,84,1,2,2,przelew,29.0,,nie
11794,roczna,podstawowy,45.0,16,2,2,1,karta,18.0,,nie
10210,roczna,podstawowy,67.0,13,1,2,0,karta,32.0,,NIE
10890,roczna,podstawowy,42.0,24,2,0,0,karta,51.0,,nie
10141,roczna,premium,142.0,30,2,1,1,przelew,58.0,cena,tak
11445,miesięczna,premium,142.0,66,3,1,0,polecenie zapłaty,42.0,,nie
11565,roczna,premium,147.0,26,0,2,0,karta,41.0,konkurencja,tak
11884,roczna,standard,70.0,32,2,0,2,karta,36.0,,nie
11583,miesięczna,standard,94.0,19,3,2,0,polecenie zapłaty,26.0,,nie
11186,dwuletnia,podstawowy,61.0,14,2,2,1,karta,53.0,,nie
11739,roczna,standard,97.0,24,0,3,2,polecenie zapłaty,40.0,,nie
10966,roczna,standard,93.0,61,1,0,1,polecenie zapłaty,54.0,,nie
10712,roczna,podstawowy,60.0,81,0,3,0,karta,42.0,,nie
11274,roczna,standard,79.0,8,0,1,1,karta,31.0,,nie
11832,dwuletnia,standard,94.0,4,0,0,3,przelew,65.0,cena,tak
10866,dwuletnia,podstawowy,64.0,3,0,1,1,polecenie zapłaty,43.0,,nie
10011,miesięczna,podstawowy,56.0,2,1,1,2,karta,52.0,przeprowadzka,tak
11704,roczna,standard,91.0,2,1,0,0,polecenie zapłaty,22.0,,nie
11139,miesięczna,standard,97.0,10,1,2,0,karta,46.0,,nie
10283,miesięczna,podstawowy,39.0,34,3,0,0,polecenie zapłaty,36.0,,nie
10811,miesięczna,podstawowy,67.0,1,1,1,1,polecenie zapłaty,51.0,cena,tak
11323,miesięczna,standard,94.0,19,3,0,0,polecenie zapłaty,35.0,,nie
10292,miesięczna,standard,76.0,12,0,0,1,przelew,47.0,,0
10755,roczna,premium,141.0,16,1,1,1,karta,44.0,jakość,tak
10627,roczna,standard,93.0,7,0,3,1,karta,63.0,,nie
10950,miesięczna,premium,134.0,68,2,1,1,karta,55.0,,nie
10977,roczna,standard,92.0,11,2,1,0,karta,45.0,przeprowadzka,tak
10130,roczna,podstawowy,42.0,24,1,1,0,polecenie zapłaty,52.0,,nie
11182,miesięczna,podstawowy,46.0,12,1,3,2,karta,,jakość,tak
10844,miesięczna,podstawowy,44.0,8,3,3,1,karta,20.0,,nie
10324,roczna,podstawowy,47.0,9,0,2,0,polecenie zapłaty,31.0,,nie
11343,roczna,podstawowy,52.0,14,3,1,0,karta,53.0,,nie
10850,dwuletnia,podstawowy,57.0,2,3,0,1,polecenie zapłaty,46.0,,nie
11740,roczna,standard,88.0,14,2,4,1,polecenie zapłaty,18.0,,nie
11875,dwuletnia,premium,146.0,2,0,2,1,karta,25.0,cena,tak
11690,miesięczna,podstawowy,51.0,12,3,1,1,karta,50.0,jakość,tak
11608,miesięczna,podstawowy,53.0,4,0,1,1,karta,,przeprowadzka,tak
10696,roczna,podstawowy,66.0,1,3,2,1,karta,37.0,jakość,tak
10216,roczna,podstawowy,61.0,3,3,0,1,przelew,57.0,,nie
11048,roczna,standard,95.0,84,3,3,1,polecenie zapłaty,37.0,,0
11269,roczna,premium,140.0,67,0,2,0,przelew,29.0,cena,tak
10159,roczna,standard,97.0,15,1,2,0,polecenie zapłaty,55.0,przeprowadzka,tak
11064,roczna,premium,128.0,17,3,1,1,przelew,32.0,,nie
10995,dwuletnia,Standard ,69.0,1,2,0,0,polecenie zapłaty,52.0,,nie
10842,roczna,standard,78.0,14,3,1,0,polecenie zapłaty,29.0,,nie
10635,miesięczna,standard,94.0,5,3,0,0,karta,28.0,,nie
10517,miesięczna,podstawowy,54.0,50,0,1,1,karta,25.0,przeprowadzka,tak
11436,dwuletnia,standard,87.0,55,3,0,0,polecenie zapłaty,49.0,,nie
11954,dwuletnia,standard,83.0,10,2,3,2,przelew,41.0,,nie
10598,roczna,standard,85.0,18,3,1,0,przelew,54.0,,nie
10196,miesięczna,premium,138.0,10,0,1,2,karta,25.0,cena,tak
11652,miesięczna,podstawowy,51.0,36,2,1,0,przelew,55.0,,nie
11300,miesięczna,podstawowy,53.0,80,1,0,1,karta,48.0,,nie
10411,roczna,standard,97.0,1,0,2,1,przelew,65.0,,nie
10097,miesięczna,podstawowy,49.0,22,3,0,1,karta,55.0,,nie
11007,dwuletnia,standard,93.0,1,0,0,2,karta,21.0,,nie
10953,miesięczna,podstawowy,50.0,17,1,0,3,przelew,56.0,konkurencja,tak
10157,miesięczna,podstawowy,40.0,26,1,3,2,przelew,36.0,konkurencja,tak
10420,dwuletnia,premium,125.0,27,2,0,0,przelew,59.0,,nie
11813,roczna,standard,79.0,30,3,1,1,przelew,60.0,konkurencja,tak
10478,roczna,podstawowy,55.0,11,0,1,1,przelew,25.0,,nie
11866,dwuletnia,podstawowy,63.0,55,1,0,0,karta,39.0,,nie
10669,miesięczna,standard,69.0,22,0,1,0,karta,,,nie
10631,dwuletnia,podstawowy,52.0,6,0,0,2,karta,44.0,,nie
11882,roczna,premium,145.0,27,3,2,3,polecenie zapłaty,59.0,jakość,tak
11614,miesięczna,premium,131.0,11,2,2,0,przelew,36.0,cena,tak
10448,roczna,Standard ,73.0,11,0,1,0,przelew,40.0,,nie
10554,dwuletnia,premium,131.0,30,1,1,0,polecenie zapłaty,49.0,,nie
10179,dwuletnia,podstawowy,59.0,46,0,0,2,przelew,41.0,,nie
10391,roczna,standard,99.0,9,0,2,1,przelew,51.0,,nie
10579,dwuletnia,podstawowy,66.0,5,1,3,1,karta,58.0,,NIE
11669,miesięczna,podstawowy,44.0,24,2,0,2,polecenie zapłaty,61.0,przeprowadzka,tak
11759,dwuletnia,premium,146.0,28,1,1,0,przelew,27.0,przeprowadzka,tak
11904,miesięczna,standard,91.0,10,1,3,0,przelew,41.0,konkurencja,tak
11653,miesięczna,podstawowy,64.0,8,1,3,1,karta,44.0,przeprowadzka,tak
10905,dwuletnia,podstawowy,57.0,36,0,4,1,karta,69.0,,nie
10821,miesięczna,podstawowy,54.0,6,2,3,1,karta,40.0,przeprowadzka,tak
11835,miesięczna,podstawowy,42.0,2,2,3,0,karta,48.0,przeprowadzka,tak
10991,roczna,standard,69.0,19,3,3,0,polecenie zapłaty,46.0,,nie
11054,miesięczna,standard,91.0,31,1,0,0,przelew,63.0,,nie
10665,miesięczna,standard,79.0,2,0,2,1,karta,46.0,konkurencja,tak
10143,dwuletnia,standard,81.0,11,1,2,2,polecenie zapłaty,47.0,,nie
11525,roczna,standard,83.0,54,1,4,1,karta,52.0,,nie
11437,miesięczna,podstawowy,40.0,22,2,0,0,polecenie zapłaty,46.0,,nie
10865,miesięczna,standard,93.0,7,2,1,0,karta,45.0,,nie
10422,miesięczna,podstawowy,60.0,54,2,2,1,karta,56.0,jakość,tak
10637,roczna,standard,69.0,39,1,0,0,karta,34.0,,nie
11920,dwuletnia,standard,91.0,5,2,2,0,karta,68.0,,nie
10800,roczna,standard,93.0,19,2,0,0,przelew,39.0,,nie
11853,roczna,podstawowy,65.0,8,1,2,1,polecenie zapłaty,,,nie
10616,roczna,standard,79.0,17,3,0,1,karta,31.0,,nie
10295,dwuletnia,podstawowy,42.0,1,3,1,1,polecenie zapłaty,21.0,,0
10940,miesięczna,podstawowy,46.0,12,1,1,0,polecenie zapłaty,47.0,,nie
11761,miesięczna,premium,137.0,14,3,0,2,karta,48.0,,nie
11913,dwuletnia,premium,132.0,5,2,0,1,karta,140.0,,nie
10089,miesięczna,standard,92.0,17,3,1,0,przelew,74.0,,nie
10042,dwuletnia,standard,75.0,9,1,0,0,karta,35.0,,nie
11812,miesięczna,podstawowy,56.0,8,3,2,0,polecenie zapłaty,21.0,,nie
11944,miesięczna,standard,71.0,24,1,1,3,przelew,47.0,cena,tak
10132,dwuletnia,standard,93.0,1,2,2,1,polecenie zapłaty,26.0,,nie
11008,miesięczna,podstawowy,53.0,14,1,2,0,przelew,34.0,cena,tak
11908,miesięczna,premium,149.0,13,1,3,1,polecenie zapłaty,,jakość,tak
11111,miesięczna,podstawowy,43.0,56,1,2,1,karta,33.0,,nie
11865,roczna,premium,139.0,10,3,1,0,przelew,58.0,,nie
11352,dwuletnia,podstawowy,43.0,84,2,1,1,karta,53.0,,nie
11507,roczna,standard,75.0,39,1,4,1,karta,33.0,,nie
10165,roczna,premium,128.0,55,0,1,0,polecenie zapłaty,62.0,,nie
10725,miesięczna,podstawowy,67.0,28,2,1,0,polecenie zapłaty,35.0,,nie
10291,dwuletnia,premium,132.0,8,3,2,0,polecenie zapłaty,28.0,,nie
11871,miesięczna,podstawowy,59.0,13,0,1,2,polecenie zapłaty,68.0,przeprowadzka,tak
11544,miesięczna,podstawowy,51.0,17,1,3,2,polecenie zapłaty,46.0,jakość,tak
11907,miesięczna,premium,146.0,37,0,1,2,polecenie zapłaty,38.0,jakość,tak
11922,miesięczna,premium,123.0,21,2,0,1,przelew,50.0,,0
11369,miesięczna,podstawowy,63.0,20,3,0,0,karta,31.0,jakość,tak
10779,roczna,podstawowy,43.0,2,1,1,1,polecenie zapłaty,30.0,jakość,tak
10840,roczna,podstawowy,54.0,15,0,2,1,karta,19.0,,nie
10349,roczna,podstawowy,61.0,23,0,0,0,karta,40.0,,nie
11955,dwuletnia,podstawowy,54.0,21,0,2,1,karta,50.0,,nie
10572,dwuletnia,standard,73.0,24,1,2,0,karta,39.0,,nie
10918,miesięczna,premium,120.0,11,1,2,0,przelew,54.0,przeprowadzka,tak
10983,roczna,podstawowy,65.0,5,0,0,2,przelew,44.0,,nie
11897,roczna,podstawowy,63.0,41,1,1,0,polecenie zapłaty,23.0,,nie
11477,miesięczna,premium,129.0,21,1,2,1,polecenie zapłaty,32.0,,0
11600,miesięczna,standard,92.0,19,2,1,1,karta,54.0,jakość,tak
11325,miesięczna,standard,81.0,44,0,1,1,karta,47.0,konkurencja,tak
11855,dwuletnia,standard,89.0,15,1,2,0,karta,53.0,,nie
10137,dwuletnia,podstawowy,64.0,16,1,0,0,karta,50.0,,nie
10459,roczna,podstawowy,51.0,10,1,0,0,karta,46.0,,nie
10376,miesięczna,podstawowy,43.0,30,3,2,0,polecenie zapłaty,37.0,,nie
11707,miesięczna,podstawowy,48.0,66,3,3,0,przelew,58.0,,nie
10334,dwuletnia,podstawowy,39.0,3,1,6,2,karta,31.0,konkurencja,tak
11166,dwuletnia,standard,95.0,4,2,3,0,polecenie zapłaty,43.0,,nie
11770,dwuletnia,standard,95.0,22,3,1,0,przelew,69.0,,nie
11466,roczna,standard,79.0,15,1,0,0,przelew,36.0,,nie
10817,dwuletnia,podstawowy,50.0,65,1,3,0,przelew,59.0,,nie
11121,roczna,podstawowy,59.0,84,1,1,1,polecenie zapłaty,23.0,,nie
11449,roczna,podstawowy,62.0,7,3,3,1,karta,43.0,,nie
11867,dwuletnia,standard,77.0,11,1,0,4,przelew,32.0,,nie
11824,roczna,podstawowy,53.0,23,3,1,1,karta,60.0,,nie
11024,roczna,standard,84.0,3,3,2,0,karta,34.0,,0
10911,roczna,standard,76.0,16,0,0,1,polecenie zapłaty,39.0,,nie
11940,miesięczna,podstawowy,58.0,33,3,2,2,polecenie zapłaty,65.0,przeprowadzka,tak
11132,roczna,premium,139.0,3,0,0,0,polecenie zapłaty,34.0,,nie
10329,roczna,standard,74.0,32,3,1,2,przelew,38.0,,nie
11041,miesięczna,podstawowy,61.0,29,0,0,1,karta,52.0,,nie
10319,miesięczna,standard,76.0,84,3,4,0,przelew,42.0,,nie
11538,roczna,standard,75.0,35,2,0,1,polecenie zapłaty,70.0,,nie
11519,miesięczna,standard,97.0,12,2,0,1,karta,30.0,,nie
11742,miesięczna,podstawowy,52.0,10,0,3,0,polecenie zapłaty,62.0,konkurencja,tak
10168,dwuletnia,standard,78.0,4,2,2,1,przelew,58.0,,nie
10013,roczna,podstawowy,41.0,4,3,1,0,przelew,57.0,,nie
11937,roczna,podstawowy,57.0,12,3,2,1,polecenie zapłaty,31.0,,nie
10172,roczna,podstawowy,67.0,44,2,4,0,karta,43.0,,nie
10650,miesięczna,premium,125.0,10,3,2,1,karta,41.0,,nie
11901,roczna,podstawowy,56.0,2,2,1,0,polecenie zapłaty,68.0,,nie
10261,miesięczna,standard,88.0,84,0,1,2,polecenie zapłaty,28.0,,nie
11392,dwuletnia,standard,89.0,43,0,0,1,karta,40.0,,nie
11481,miesięczna,standard,87.0,14,3,2,0,karta,44.0,,nie
10902,miesięczna,premium,145.0,13,0,2,0,przelew,26.0,konkurencja,tak
10673,dwuletnia,podstawowy,47.0,34,0,0,0,przelew,38.0,,nie
10259,miesięczna,podstawowy,55.0,3,3,2,1,polecenie zapłaty,40.0,,nie
10845,miesięczna,Podstawowy ,54.0,18,1,2,1,karta,57.0,,nie
10868,roczna,standard,80.0,16,1,2,2,przelew,48.0,konkurencja,tak
11201,roczna,standard,83.0,28,2,3,1,karta,51.0,,nie
10139,roczna,standard,96.0,77,3,3,0,polecenie zapłaty,49.0,,nie
10894,miesięczna,standard,80.0,11,3,1,0,polecenie zapłaty,64.0,,nie
11848,roczna,standard,96.0,46,3,1,3,przelew,51.0,,nie
10550,miesięczna,podstawowy,45.0,84,1,1,1,polecenie zapłaty,18.0,,nie
10320,dwuletnia,premium,125.0,14,3,3,0,przelew,33.0,,nie
11868,miesięczna,podstawowy,46.0,21,0,0,1,przelew,25.0,,nie
11243,miesięczna,premium,139.0,34,0,1,0,polecenie zapłaty,,przeprowadzka,tak
11670,dwuletnia,standard,79.0,1,3,1,0,karta,58.0,,nie
10559,roczna,standard,87.0,32,1,2,2,karta,57.0,,nie
10140,miesięczna,premium,124.0,17,0,1,0,polecenie zapłaty,38.0,jakość,1
11744,dwuletnia,standard,76.0,42,1,1,0,karta,,,nie
10532,roczna,standard,84.0,1,3,2,3,polecenie zapłaty,67.0,,0
10225,miesięczna,premium,146.0,47,1,1,0,przelew,37.0,,nie
10724,dwuletnia,standard,85.0,15,2,1,0,polecenie zapłaty,36.0,,nie
10787,dwuletnia,standard,76.0,19,2,2,1,przelew,55.0,,nie
11727,miesięczna,premium,148.0,2,3,3,0,polecenie zapłaty,43.0,przeprowadzka,1
11014,dwuletnia,standard,81.0,26,3,0,2,karta,37.0,,nie
10410,dwuletnia,premium,142.0,31,2,3,0,karta,22.0,,nie
10326,roczna,premium,145.0,24,0,2,0,przelew,45.0,przeprowadzka,tak
11746,roczna,standard,90.0,17,2,0,0,przelew,66.0,,nie
10300,roczna,standard,81.0,13,0,1,1,przelew,33.0,,NIE
11270,roczna,podstawowy,59.0,23,1,1,1,polecenie zapłaty,44.0,konkurencja,tak
11147,roczna,standard,90.0,10,2,1,0,polecenie zapłaty,48.0,,nie
10026,miesięczna,podstawowy,67.0,18,3,1,0,karta,47.0,,nie
11869,roczna,standard,84.0,26,3,3,2,przelew,35.0,,nie
10715,roczna,premium,135.0,64,2,1,0,karta,55.0,,nie
11967,roczna,standard,93.0,12,3,1,2,przelew,31.0,,nie
10194,dwuletnia,podstawowy,57.0,2,2,1,0,przelew,34.0,,nie
10441,dwuletnia,premium,133.0,65,0,5,0,karta,68.0,,nie
10574,roczna,premium,147.0,1,2,0,0,polecenie zapłaty,52.0,cena,tak
10947,roczna,podstawowy,41.0,10,1,1,0,przelew,40.0,,nie
10998,miesięczna,podstawowy,65.0,9,3,0,1,przelew,34.0,,nie
10504,roczna,Premium ,123.0,14,0,1,0,polecenie zapłaty,33.0,,nie
10606,roczna,podstawowy,69.0,18,2,1,0,karta,42.0,,nie
11179,miesięczna,podstawowy,44.0,26,1,0,0,karta,33.0,,NIE
11170,miesięczna,standard,89.0,17,0,0,2,karta,,cena,tak
11864,roczna,podstawowy,58.0,9,3,0,1,karta,42.0,,nie
10847,miesięczna,podstawowy,46.0,2,0,1,0,karta,46.0,jakość,tak
10004,roczna,standard,80.0,20,0,0,0,karta,61.0,jakość,tak
11304,miesięczna,premium,143.0,16,3,0,1,karta,52.0,,nie
11229,dwuletnia,standard,94.0,3,3,0,4,polecenie zapłaty,35.0,,nie
10468,dwuletnia,standard,92.0,51,1,1,0,karta,33.0,,nie
10322,roczna,podstawowy,55.0,16,1,1,0,przelew,36.0,,nie
10006,dwuletnia,premium,145.0,18,1,2,0,karta,18.0,,nie
10223,roczna,standard,88.0,1,3,1,2,karta,32.0,przeprowadzka,tak
11382,miesięczna,premium,133.0,2,1,0,0,karta,38.0,jakość,tak
10548,miesięczna,podstawowy,65.0,26,0,1,0,polecenie zapłaty,51.0,,nie
10229,roczna,podstawowy,49.0,26,0,2,0,karta,43.0,,nie
10543,dwuletnia,podstawowy,53.0,2,1,2,1,przelew,63.0,,nie
10243,miesięczna,podstawowy,56.0,55,1,3,0,karta,46.0,konkurencja,tak
10899,miesięczna,standard,91.0,1,2,2,1,polecenie zapłaty,51.0,konkurencja,tak
11577,roczna,premium,129.0,12,2,2,1,przelew,,,nie
11317,roczna,standard,99.0,51,3,2,0,polecenie zapłaty,35.0,,nie
11092,roczna,premium,127.0,11,3,2,0,karta,54.0,przeprowadzka,1
10843,roczna,standard,88.0,12,1,2,1,polecenie zapłaty,25.0,,nie
11426,miesięczna,standard,87.0,9,2,1,0,polecenie zapłaty,49.0,,nie
11161,miesięczna,premium,140.0,24,2,2,0,przelew,53.0,przeprowadzka,tak
11980,miesięczna,standard,72.0,15,3,0,1,przelew,18.0,,nie
10662,dwuletnia,podstawowy,42.0,1,2,2,0,polecenie zapłaty,32.0,,nie
11217,miesięczna,podstawowy,61.0,8,0,0,0,polecenie zapłaty,23.0,,nie
10315,miesięczna,podstawowy,40.0,19,0,1,0,karta,61.0,jakość,tak
10692,dwuletnia,podstawowy,68.0,78,3,2,1,polecenie zapłaty,,,nie
11512,miesięczna,standard,85.0,8,0,2,1,karta,42.0,cena,tak
10425,roczna,premium,121.0,4,2,3,1,polecenie zapłaty,40.0,,nie
10595,miesięczna,podstawowy,44.0,2,3,3,1,przelew,50.0,konkurencja,tak
11974,miesięczna,podstawowy,58.0,18,2,0,0,polecenie zapłaty,56.0,,nie
10623,dwuletnia,podstawowy,66.0,11,2,2,0,polecenie zapłaty,45.0,,nie
11177,roczna,premium,121.0,16,0,4,1,przelew,57.0,przeprowadzka,tak
11346,roczna,standard,70.0,5,3,3,1,karta,57.0,,nie
10228,roczna,podstawowy,54.0,62,1,2,1,przelew,48.0,,nie
11772,roczna,premium,145.0,14,2,0,0,polecenie zapłaty,22.0,,nie
11339,dwuletnia,podstawowy,60.0,29,0,0,2,przelew,51.0,cena,tak
11104,dwuletnia,standard,90.0,18,2,3,5,karta,42.0,,nie
10067,roczna,standard,75.0,3,3,0,3,polecenie zapłaty,45.0,,nie
10025,roczna,standard,74.0,19,1,1,1,karta,49.0,,nie
10145,roczna,podstawowy,57.0,25,0,1,0,karta,43.0,,nie
10537,roczna,standard,86.0,8,0,1,0,karta,46.0,,nie
10812,miesięczna,premium,137.0,16,2,1,1,polecenie zapłaty,41.0,jakość,tak
